Errors,site,Cave_string,ringingDate,month,Year,Hour,HourTime,type,ringnumber,Replacement,age,sex,winglength,weight,billlength,billheight,tarsus,TH,middletoe,Head,BLnalopsi,ringer,cave,nest_or_direction,Tag details,BP,Notes,Prospector
,,MT09_RM01,18/04/2024,4,2024,14,14:35:00,N,EE09657,0,4,,,310,,,,,,,,BLM seabird project,RM01,NB24,,,on egg,
,,MT09_RM01,18/04/2024,4,2024,14,14:40:00,R,EE04254,0,4,,,375,,,,,,,,BLM seabird project,RM01,NB27,,,on egg,
,,MT09_RM01,18/04/2024,4,2024,15,15:20:00,N,EE09658,0,4,,,395,,,,,,,,BLM seabird project,RM01,NB10,,,on egg,
,,MT09_RM01,18/04/2024,4,2024,15,15:25:00,N,EE09659,0,4,,,370,,,,,,,,BLM seabird project,RM01,NB14,,,on egg,
,,MT24_Majjistral_South_1,02/05/2024,5,2024,21,21:39:00,R,EE09018,0,4,,,330,,,,,,,,BLM seabird project,SOW 1,way in,,,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,20,20:34:00,N,EE04873,0,4,,,350,,,,,,,,BLM seabird project,Eggshell Cave,way in,,BP4,overlapped on purpose EE09669 too big,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,20,20:54:00,N,EE09672,0,4,,,350,,,,,,,,BLM seabird project,Eggshell Cave,way in,,BP3,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,21,21:55:00,N,EE09671,0,4,,,410,,,,,,,,BLM seabird project,Eggshell Cave,way in,,BP4,,
,,MT24_Majjistral_Thomas,02/05/2024,5,2024,22,22:42:00,R,EE02233,0,4,,,410,,,,,,,,BLM seabird project,Thomas Cave ,way in,,BP4,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,22,22:54:00,R,EE09670,1,4,,,385,,,,,,,,BLM seabird project,Eggshell Cave,way in ,,BP4,Missing metal ring but with D65 | pit tag removed | ringed as EE06635,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,20,20:55:00,R,EE02212,0,4,,,385,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,on left,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,20,20:58:00,R,EE03427,0,4,,,405,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,21,21:04:00,R,EE03733,0,4,,,420,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,21,21:08:00,R,EE03282,0,4,,,390,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,21,21:12:00,R,EE03260,0,4,,,410,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,21,21:16:00,R,EE04616,0,4,,,390,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,21,21:16:00,R,EE09108,0,4,,,360,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,21,21:58:00,R,EE03748,0,4,,,385,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,
,,MT24_Majjistral_Eggshell,02/05/2024,5,2024,22,22:22:00,R,EE02540,0,4,,,445,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,
,,MT24_Majjistral_South_1,02/05/2024,5,2024,20,20:45:00,R,EE02068,NA,NA,,,,,,,,,,,BLM seabird project,Outside SOW Cave 1,fallen off shearwater,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,20,20:35:00,R,EE06649,0,4,,,370,,,,,,,,BLM seabird project,SOW 4,way in ,EE06649 replaced with EE09676,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,20,20:55:00,R,EE04536,0,4,,,360,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,20,20:35:00,R,EE09676,1,4,,,370,,,,,,,,BLM seabird project,SOW 4,way in,EE06649 replaced with EE09676,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,20,20:47:00,R,EE04629,0,4,,,380,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,20,20:50:00,R,EE06503,0,4,,,360,,,,,,,,BLM seabird project,SOW 4 ,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,20,20:57:00,N,EE09677,0,4,,,385,,,,,,,,BLM seabird project,SOW 4,way in ,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:11:00,R,EE03401,0,4,,,380,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:20:00,R,EE04765,0,4,,,435,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:24:00,R,EE04766,0,4,,,385,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:30:00,R,EE04767,0,4,,,430,,,,,,,,BLM seabird project,SOW 4,way in ,not an error - all three shearwaters came in sequence!,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:35:00,R,EE06954,0,4,,,380,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:37:00,R,EE02600,0,4,,,440,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:43:00,R,EE03407,0,4,,,430,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:45:00,R,EE02541,0,4,,,430,,,,,,,,BLM seabird project,SOW 4 ,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:51:00,R,EE06903,0,4,,,390,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,21,21:59:00,R,EE02592,0,4,,,380,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,22,22:01:00,R,EE06615,0,4,,,410,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,22,22:03:00,N,EE09678,0,4,,,435,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,22,22:09:00,R,EE03413,0,4,,,400,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,22,22:16:00,R,EE06610,0,4,,,370,,,,,,,,BLM seabird project,SOW 4,way in,EE06610 replaced with EE09679,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,22,22:16:00,R,EE09679,1,4,,,370,,,,,,,,BLM seabird project,SOW 4,way in,EE06610 replaced with EE09679,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,22,22:20:00,R,EE04296,0,4,,,480,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,22,22:22:00,R,EE06710,0,4,,,340,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,22,22:29:00,R,EE04102,0,4,,,430,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT24_Majjistral_South_4,02/05/2024,5,2024,22,22:43:00,R,EE06609,0,4,,,420,,,,,,,,BLM seabird project,SOW 4,way in,,,,
,,MT09_RM04D,05/05/2024,5,2024,21,21:01:00,R,EE04846,0,4,,,,,,,,,,,BLM seabird project,RM04D ,way in ,NS7 | overlapped on purpose | EE09680 too big slipped off,,,
,,MT09_RM04D,05/05/2024,5,2024,21,21:10:00,R,EE04653,0,4,,,450,,,,,,,,BLM seabird project,RM04D,way in,entered NS3b,,,
,,MT09_RM04D,05/05/2024,5,2024,21,21:20:00,R,EE03656,0,4,,,410,,,,,,,,BLM seabird project,RM04D lower,way in,,,,
,,MT09_RM04D,05/05/2024,5,2024,21,21:22:00,N,EE09681,0,4,,,370,,,,,,,,BLM seabird project,RM04D upper ,way in,,,,
,,MT09_RM04D,05/05/2024,5,2024,21,21:36:00,R,EE04660,0,4,,,480,,,,,,,,BLM seabird project,RM04D lower,way in,,,,
,,MT09_RM04D,05/05/2024,5,2024,21,21:45:00,R,EE04654,0,4,,,450,,,,,,,,BLM seabird project,RM04D upper ,way in,,,,
,,MT09_RM04D,05/05/2024,5,2024,21,21:45:00,N,EE09682,0,4,,,410,,,,,,,,BLM seabird project,RM04D lower,way in,,,,
,,MT09_RM04D,05/05/2024,5,2024,21,21:50:00,N,EE09683,0,4,,,340,,,,,,,,BLM seabird project,RM04D lower,prospector,,,,1
,,MT09_RM04D,05/05/2024,5,2024,22,22:00:00,R,EE04658,0,4,,,410,,,,,,,,BLM seabird project,RM04D upper ,,,,,
,,MT09_RM04D,05/05/2024,5,2024,22,22:48:00,R,EE03656,0,4,,,390,,,,,,,,BLM seabird project,RM04D lower,way in,"regurgitated, collected",,must have been released out of hole first time round ?,
,,MT09_RM04D,05/05/2024,5,2024,23,23:10:00,R,EE04651,0,4,,,420,,,,,,,,BLM seabird project,RM04D upper ,way in,,,,
,,MT09_RM05BT_Upper,05/05/2024,5,2024,21,21:10:00,R,EE04953,0,4,,,445,,,,,,,,BLM seabird project,Butter Cave Upper,way in,,,,
,,MT09_RM05BT_Upper,05/05/2024,5,2024,21,21:50:00,R,EE09046,0,4,,,340,,,,,,,,BLM seabird project,Butter Cave Upper,way in,,,,
,,MT09_RM05BT_Upper,05/05/2024,5,2024,21,21:23:00,N,EE09675,0,4,,,300,,,,,,,,BLM seabird project,Butter Cave Upper,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,20,20:58:00,R,EE09057,0,4,,,400,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,20,20:59:00,N,EE09673,0,4,,,350,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,20,20:59:00,N,EE09674,0,4,,,550,,,,,,,,BLM seabird project,Butter Cave Upper,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,21,21:01:00,R,EE04312,0,4,,,410,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,21,21:09:00,R,EE06984,0,4,,,390,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,21,21:17:00,R,EE03739,0,4,,,390,,,,,,,,BLM seabird project,Butter Cave Upper,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,21,21:19:00,R,EE04311,0,4,,,390,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,21,21:30:00,N,EE09601,0,4,,,390,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,21,21:36:00,R,EE04313,0,4,,,410,,,,,,,,BLM seabird project,Butter Cave Upper,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,21,21:42:00,N,EE09602,0,4,,,410,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,21,21:53:00,R,EE04543,0,4,,,430,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,22,22:04:00,R,EE03805,0,4,,,440,,,,,,,,BLM seabird project,Butter Cave Upper,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,22,22:15:00,R,EE06949,0,4,,,340,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM05BT_Lower,05/05/2024,5,2024,22,22:15:00,R,EE03809,0,4,,,380,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,,,
,,MT09_RM03_South,10/05/2024,5,2024,20,20:50:00,N,EE09608,0,4,,,390,,,,,,,,BLM seabird project,RM03 South NS19,way in,by hand,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:00:00,R,EE06944,0,4,,,360,,,,,,,,BLM seabird project,RM03 North MN,way in,"EE06944 slipped off, replaced with EE09609",,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:00:00,R,EE09609,1,4,,,360,,,,,,,,BLM seabird project,RM03 North MN,way in,"EE06944 slipped off, replaced with EE09609",,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:02:00,N,EE09610,0,4,,,350,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:05:00,N,EE09611,0,4,,,400,,,,,,,,BLM seabird project,RM03 North MN,way in ,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:05:00,N,EE09612,0,4,,,410,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:09:00,R,EE03831,0,4,,,420,,,,,,,,BLM seabird project,RM03 North MN,way in ,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:09:00,N,EE09613,0,4,,,410,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:19:00,N,EE09614,0,4,,,410,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:24:00,R,EE03705,0,4,,,440,,,,,,,,BLM seabird project,RM03 North MN,way in ,EE03705 replaced with EE09411,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:24:00,R,EE09411,1,4,,,440,,,,,,,,BLM seabird project,RM03 North MN,way in,EE03705 replaced with EE09411,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:26:00,R,EE04518,0,4,,,400,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:29:00,N,EE09412,0,4,,,340,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:33:00,R,EE03104,0,4,,,400,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_South,10/05/2024,5,2024,21,21:36:00,N,EE09413,0,4,,,330,,,,,,,,BLM seabird project,RM03 South MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:43:00,R,EE04576,0,4,,,410,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:43:00,R,EE04326,0,4,,,390,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_South,10/05/2024,5,2024,21,21:49:00,R,EE04649,0,4,,,390,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:51:00,N,EE09414,0,4,,,370,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:56:00,R,EE03152,0,4,,,430,,,,,,,,BLM seabird project,RM03 North MN,way in,EE03152 replaced with EE09415,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:56:00,R,EE09415,1,4,,,430,,,,,,,,BLM seabird project,RM03 North MN,way in,EE03152 replaced with EE09415,,,
,,MT09_RM03_North,10/05/2024,5,2024,21,21:56:00,N,EE09416,0,4,,,340,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,22,22:10:00,R,EE09191,0,4,,,340,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,22,22:21:00,N,EE09417,0,4,,,320,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,22,22:29:00,R,EE03102,0,4,,,380,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,22,22:32:00,N,EE09418,0,4,,,390,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,22,22:36:00,N,EE09419,0,4,,,360,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,22,22:45:00,R,EE04961,0,4,,,385,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,23,23:00:00,R,EE03177,0,4,,,360,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,
,,MT09_RM03_North,10/05/2024,5,2024,23,23:07:00,R,EE03439,0,4,,,380,,,,,,,,BLM seabird project,RM03 North MN,way in,EE03439 replaced with EE09420,,,
,,MT09_RM03_North,10/05/2024,5,2024,23,23:07:00,R,EE09420,1,4,,,380,,,,,,,,BLM seabird project,RM03 North MN,way in,EE03439 replaced with EE09420,,,
,,MT09_RM03_South,10/05/2024,5,2024,23,23:45:00,N,EE09421,0,4,,,340,,,,,,,,BLM seabird project,RM03 South,way out,by hand,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,20,20:57:00,R,EE04095,0,4,,,420,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,21,21:05:00,N,EE09684,0,4,,,410,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,21,21:11:00,R,EE04318,0,4,,,420,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,N2,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,21,21:17:00,R,EE02701,0,4,,,440,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,21,21:21:00,R,EE03870,0,4,,,390,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,21,21:29:00,R,EE03422,0,4,,,415,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,21,21:51:00,R,EE04925,0,4,,,345,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,22,22:06:00,R,EE04043,0,4,,,390,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,22,22:35:00,R,EE04627,0,4,,,370,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,,,,
,,MT22_StPauls_WestCave,06/05/2024,5,2024,22,22:41:00,N,EE09685,0,4,,,360,,,,,,,,BLM seabird project,St Pauls West Cave,way in ,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,20,20:56:00,R,EE02544,0,4,,,370,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,21,21:06:00,R,EE04177,0,4,,,430,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,21,21:10:00,N,EE09603,0,4,,,385,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,21,21:21:00,R,EE09131,0,4,,,455,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,21,21:28:00,R,EE04305,0,4,,,400,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,EE04305 replaced with EE09604,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,21,21:28:00,R,EE09604,1,4,,,400,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,EE04305 replaced with EE09604,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,21,21:30:00,R,EE09168,0,4,,,415,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,21,21:43:00,N,EE09605,0,4,,,355,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,1
,,MT22_StPauls_MainCave,06/05/2024,5,2024,22,22:10:00,R,EE06979,0,4,,,400,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,22,22:13:00,R,EE03424,0,4,,,360,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,22,22:33:00,R,EE02395,0,4,,,370,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,22,22:33:00,R,EE02382,0,4,,,390,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,22,22:35:00,N,EE09606,0,4,,,385,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT22_StPauls_MainCave,06/05/2024,5,2024,22,22:58:00,N,EE09607,0,4,,,445,,,,,,,,BLM seabird project,St Pauls main cave MN,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:05:00,N,EE04874,0,4,,,330,,,,,,,,BLM seabird project,Gregale Central,way in,overlapped on purpose,EE09441 slipped off,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:10:00,N,EE09442,0,4,,,350,,,,,,,,BLM seabird project,Gregale Central,,,,,1
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:15:00,N,EE09443,0,4,,,410,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:20:00,R,EE02557,0,4,,,410,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:36:00,R,EE02357,0,4,,,420,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:39:00,R,EE04176,0,4,,,330,,,,,,,,BLM seabird project,Gregale Central,way in,EE04176 replaced with EE09444,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:39:00,R,EE09444,1,4,,,330,,,,,,,,BLM seabird project,Gregale Central,way in,EE04176 replaced with EE09444,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:45:00,R,EE06738,0,4,,,400,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:50:00,R,EE02351,0,4,,,360,,,,,,,,BLM seabird project,Gregale Central,way in,EE02351 replaced with EE09445,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:50:00,R,EE09445,1,4,,,360,,,,,,,,BLM seabird project,Gregale Central,way in,EE02351 replaced with EE09445,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:50:00,R,EE02433,0,4,,,380,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,21,21:59:00,R,FF03172,0,4,,,370,,,,,,,,BLM seabird project,Gregale Central,way out,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,22,22:00:00,N,EE09446,0,4,,,360,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,22,22:05:00,R,EE04993,0,4,,,320,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,22,22:15:00,R,EE09087,0,4,,,360,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,22,22:30:00,R,EE09037,0,4,,,400,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,22,22:25:00,R,EE03017,0,4,,,365,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
,,MT09_RM05GC_Central,11/05/2024,5,2024,22,22:40:00,N,EE09447,0,4,,,320,,,,,,,,BLM seabird project,Gregale Central,way in,,,,1
,,MT09_RM05GC_Central,11/05/2024,5,2024,22,22:45:00,N,EE09448,0,4,,,350,,,,,,,,BLM seabird project,Gregale Central,way in,,,,
